날짜,기기 카테고리,세션 캠페인,세션 수동 광고 콘텐츠,세션 수동 검색어,inquiry_kakao,Kakao_Click,Call_Click,NaverPlace_Click,leveltest,방문상담신청,간편상담신청,무료청강신청,purchase_card,purchase_Npay,purchase_transfer
20260610,mobile,PM_01_IELTS ACADEMY (수도권),academy_leveltest_capital,pm_ieltsleveltest_260417,1,1,0,0,0,0,0,0,0,0,0
20260501,mobile,(어학원) 디맨드젠 캠페인_온라인특강_260210,디맨드젠_검색+리타겟_관심사,IMG_온라인특강2_260210,1,0,0,0,0,0,0,0,0,0,0
20260501,mobile,00_edm아이엘츠_브랜드 (전국),academy_main_all_pass,edm,1,0,0,0,0,0,0,0,0,0,0
20260501,mobile,2026_01-4_leveltest_capital_260327,academy_leveltest_capital,아이엘츠모의시험,0,0,0,0,1,0,0,0,0,0,0
20260501,mobile,2026_03-3_ieltsacdemy_cv_260408,academy_leveltest_capital,i_cv_ieltsfreeleveltest_260408,0,0,0,0,1,0,0,0,0,0,0
20260501,mobile,2026_03-4_ieltsacdemy_cv_260422,academy_main_capital,v_cv_ielts1.8months_260422,1,0,0,0,0,0,0,0,0,0,0
20260501,mobile,260402_cambridge_bs,academy_main_homelink,EDM아이엘츠,1,0,0,0,0,0,0,0,0,0,0
20260501,mobile,DM_04_IELTS ACADEMY_IMG (수도권),04-01_academy_special_capital,i_dm_freeclass_260423,1,0,0,0,0,0,0,0,0,0,0
20260502,mobile,(어학원) 디맨드젠 캠페인_온라인특강_260210,디맨드젠_검색+리타겟_관심사,IMG_온라인특강2_260210,1,0,0,0,0,0,0,0,0,0,0
20260502,mobile,(어학원) 디맨드젠 캠페인_온라인특강_260210,디맨드젠_검색+리타겟_관심사,IMG_온라인특강3_260210,1,0,0,0,0,0,0,0,0,0,0
20260502,mobile,(어학원) 디맨드젠 캠페인_온라인특강_260210,디맨드젠_검색+리타겟_관심사,IMG_온라인특강5_260210,1,0,0,0,0,0,0,0,0,0,0
20260502,mobile,03_아이엘츠_유형별_제너럴,(not set),(not set),0,0,0,0,1,0,0,0,0,0,0
20260502,mobile,2026_03-1_ieltsacdemy_cv_260326,academy_special_capital,i-cv-freeclass-260326,1,0,0,0,0,0,0,0,0,0,0
20260502,mobile,2026_03-3_ieltsacdemy_cv_260408,academy_leveltest_capital,i_cv_ielts0wonleveltest_260408,0,0,0,0,1,0,0,0,0,0,0
20260502,mobile,260402_cambridge_bs,academy_main_homelink,EDMIELTS,0,0,0,0,0,0,0,0,1,0,0
20260502,mobile,DM_01_IELTS ACADEMY_VID (수도권),01-01_academy_main_capital,v_dm_no1ielts_260423,0,0,1,0,0,0,0,0,0,0,0
20260502,mobile,PM_01_IELTS ACADEMY (수도권),academy_leveltest_capital,pm_ieltsleveltest_260417,1,0,0,0,0,0,0,0,0,0,0
20260503,mobile,(cross-network),(not set),(not set),1,0,0,0,0,0,0,0,0,0,0
20260503,mobile,00_주요_메인,(not set),아이엘츠,0,0,0,0,0,0,1,0,0,0,0
20260503,mobile,2026_03-3_ieltsacdemy_cv_260408,academy_leveltest_capital,i_cv_ielts0wonleveltest_260408,0,0,0,0,1,0,0,0,0,0,0
20260503,mobile,2026_03-4_ieltsacdemy_cv_260422,academy_main_capital,v_cv_ielts1.8months_260422,0,0,0,0,0,1,0,0,0,0,0
20260503,mobile,260402_cambridge_bs,academy_leveltest_sum2,EDM어학원,0,0,0,0,0,0,0,1,0,0,0
20260503,mobile,260402_cambridge_bs,academy_main_maintext,EDM아이엘츠학원,0,0,1,0,0,0,0,0,0,0,0
20260503,mobile,260402_ielts_bs,academy_allday_sum1,EDM아이엘츠,0,0,0,0,0,1,0,0,0,0,0
20260503,mobile,260402_ssjstudent_bs,academy_main_homelink,EDM아이엘츠,0,0,0,0,1,0,0,0,0,0,0
20260503,mobile,DM_04_IELTS ACADEMY_IMG (수도권),04-02_academy_main_capital,i_dm_academy_260423,0,0,0,1,0,0,0,0,0,0,0
20260503,mobile,contents,post_260430,5event_im1,0,0,0,0,0,1,0,0,0,0,0
20260503,mobile,어학원_NEW_전환캠페인_구매,전환(구매)_연령+관심사(유학+IELTS)_01,학원_신규2_260122,1,0,0,0,0,0,0,0,0,0,0
20260504,mobile,(어학원) 디맨드젠 캠페인_온라인특강_260210,디맨드젠_검색+리타겟_관심사,IMG_온라인특강2_260210,1,0,0,0,0,0,0,0,0,0,0
20260504,mobile,01_edm아이엘츠_all,(not set),아이엘츠7.0,1,0,0,0,0,0,0,0,0,0,0
20260504,mobile,03_아이엘츠_레벨8.5,(not set),(not set),0,0,0,1,0,0,0,0,0,0,0
20260504,mobile,2026_01-0_importantmain_capital_260413,academy_main_capital_brandA_260413,IELTS,0,0,0,0,0,0,1,0,0,0,0
20260504,mobile,2026_01-1_brandacademy_capital_260413,academy_main_capital_brandA_260413,EDM아이엘츠학원,1,0,0,0,0,0,0,0,0,0,0
20260504,mobile,2026_03-4_ieltsacdemy_cv_260422,academy_main_capital,v_cv_ielts1.8months_260422,0,0,1,0,0,0,0,0,0,0,0
20260504,mobile,260402_cambridge_bs,academy_main_homelink,EDM아이엘츠,0,0,1,0,0,0,0,0,0,0,0
20260504,mobile,260402_cambridge_bs,academy_main_homelink,아이엘츠EDM,0,0,0,0,1,0,0,0,0,0,0
20260504,mobile,260402_ielts_bs,academy_main_homelink,EDM아이엘츠,1,0,0,0,0,0,0,0,0,0,0
20260504,mobile,260402_ielts_bs,academy_main_homelink,이디엠아이엘츠,0,0,0,1,0,0,0,0,0,0,0
20260504,mobile,260402_ssjstudent_bs,academy_main_homelink,이디엠어학,0,0,1,0,0,0,0,0,0,0,0
20260504,mobile,260402_ssjstudent_bs,academy_main_maintext,EDM아이엘츠,0,0,1,0,0,0,0,0,0,0,0
20260504,mobile,DM_01_IELTS ACADEMY_VID (수도권),01-01_academy_main_capital,v_dm_no1ielts_260423,1,0,0,0,0,0,0,0,0,0,0
20260504,mobile,DM_04_IELTS ACADEMY_IMG (수도권),04-02_academy_main_capital,i_dm_boostscorefast_universe_260423,0,0,1,0,0,0,0,0,0,0,0
20260504,mobile,DM_06_IELTS ACADEMY_교재이벤트_IMG (수도권),06-02_academy_mainac1_capital,i_dm_before_freetextbook_260504,0,0,0,1,0,0,0,0,0,0,0
20260504,mobile,DM_06_IELTS ACADEMY_교재이벤트_IMG (수도권),06-02_academy_mainac1_capital,i_dm_mayieltsweek_260504,1,0,0,0,0,0,0,0,0,0,0
20260505,mobile,(cross-network),(not set),(not set),0,0,0,1,0,0,0,0,0,0,0
20260505,mobile,00_edm아이엘츠_브랜드 (전국),academy_main_all_1st,(not set),1,0,0,0,0,0,0,0,0,0,0
20260505,mobile,00_edm아이엘츠_브랜드 (전국),academy_main_all_pass,edm아이엘츠,1,0,0,0,0,0,0,0,0,0,0
20260505,mobile,01_edm아이엘츠_all,02_아이엘츠_기출후기_2,아이엘츠채점기준,0,0,0,0,1,0,0,0,0,0,0
20260505,mobile,2026_01-0_importantmain_capital_260413,academy_main_capital_brandA_260413,아이엘츠,0,0,0,0,0,0,1,0,0,0,0
20260505,mobile,2026_03-3_ieltsacdemy_cv_260408,academy_leveltest_capital,i_cv_ieltsfreeleveltest_260408,0,0,0,0,1,0,0,0,0,0,0
20260505,mobile,2026_03-4_ieltsacdemy_cv_260422,academy_main_capital,v_cv_ielts1.8months_260422,0,0,0,0,0,0,0,1,0,0,0
20260505,mobile,2026_06-3_ieltsacdemy_cv_260504,06-3_academy_mainac1_capital,i_cv_mayieltsweek_260504,0,0,0,0,0,0,1,0,0,0,0
20260505,mobile,260402_cambridge_bs,academy_main_homelink,EDM아이엘츠,0,0,0,0,1,0,0,0,0,0,0
20260505,mobile,260402_ielts_bs,academy_allday_sum1,EDM아이엘츠,0,0,0,0,1,0,0,0,0,0,0
20260505,mobile,260402_ielts_bs,academy_main_homelink,EDM아이엘츠,0,0,0,0,1,0,0,0,0,0,0
20260505,mobile,260402_ssjstudent_bs,academy_main_homelink,EDM아이엘츠인강,1,0,0,0,0,0,0,0,0,0,0
20260505,mobile,PM_01_IELTS ACADEMY (수도권),01-05_academy_mainac1_capital,pm_ieltfreetextbook_260504,0,0,0,0,0,1,0,0,0,0,0
20260505,mobile,PM_01_IELTS ACADEMY (수도권),academy_leveltest_capital,pm_ieltsleveltest_260417,0,0,0,0,1,0,0,0,0,0,0
20260505,mobile,어학원_NEW_전환캠페인_구매,전환(구매)_연령+관심사(유학+IELTS)_01,A_cambridge20_251016,0,0,0,0,0,0,1,0,0,0,0
20260506,mobile,(어학원) 디맨드젠 캠페인_온라인특강_260210,디맨드젠_검색+리타겟_관심사,IMG_온라인특강3_260210,0,1,0,0,0,0,0,0,0,0,0
20260506,mobile,00_edm아이엘츠_브랜드 (전국),(not set),(not provided),1,0,0,0,0,0,0,0,0,0,0
20260506,mobile,00_edm아이엘츠_브랜드 (전국),academy_main_all_1st,아이엘츠edm,0,0,0,0,0,0,0,0,1,0,0
20260506,mobile,00_주요_메인,(not set),아이엘츠,0,0,0,0,1,0,0,0,0,0,0
20260506,mobile,2026_01-0_importantmain_capital_260413,academy_main_capital_brandA_260413,아이엘츠학원,1,0,0,0,0,0,0,0,0,0,0
20260506,mobile,260402_cambridge_bs,academy_main_maintext,EDM아이엘츠,1,0,0,0,0,0,0,0,0,0,0
20260506,mobile,260402_ielts_bs,academy_main_homelink,EDM아이엘츠,1,0,0,0,0,0,0,0,0,0,0
20260506,mobile,DM_04_IELTS ACADEMY_IMG (수도권),04-02_academy_main_capital,i_dm_academy_260423,0,0,1,0,0,0,0,0,0,0,0
20260506,mobile,DM_04_IELTS ACADEMY_IMG (수도권),04-02_academy_main_capital,i_dm_academystandard_260423,0,0,0,1,0,0,0,0,0,0,0
20260506,mobile,chanel_menu,academy_main,260327,0,0,0,0,1,0,0,0,0,0,0
20260507,mobile,(어학원) 디맨드젠 캠페인_온라인특강_260210,디맨드젠_검색+리타겟_관심사,IMG_온라인특강3_260210,0,1,0,0,0,0,0,0,0,0,0
20260507,mobile,00_edm아이엘츠_브랜드 (전국),academy_main_all_pass,edm아이엘츠,1,0,0,0,0,0,0,0,0,0,0
20260507,mobile,00_edm아이엘츠_브랜드 (전국),academy_main_all_pass,edm학원,1,0,0,0,0,0,0,0,0,0,0
20260507,mobile,00_주요_메인,(not set),아이엘츠,0,0,0,0,0,1,0,0,0,0,0
20260507,mobile,00_주요_메인,(not set),아이엘츠학원,0,0,0,0,0,1,0,0,0,0,0
20260507,mobile,03_아이엘츠_캠브리지,(not set),(not set),0,0,0,0,0,1,0,0,0,0,0
20260507,mobile,260402_ielts_bs,academy_allday_sum1,EDM아이엘츠,0,0,0,0,1,0,0,0,0,0,0
20260507,mobile,260402_ielts_bs,academy_main_homelink,EDM아이엘츠,0,0,0,0,0,0,0,0,1,0,0
20260507,mobile,DM_01_IELTS ACADEMY_VID (수도권),01-01_academy_main_capital,v_dm_ielts7.5_260423,0,0,0,1,0,0,0,0,0,0,0
20260507,mobile,DM_01_IELTS ACADEMY_VID (수도권),01-01_academy_main_capital,v_dm_no1ielts_260423,1,0,0,0,0,0,0,0,0,0,0
20260507,mobile,DM_04_IELTS ACADEMY_IMG (수도권),04-01_academy_special_capital,i_dm_freeclass_260423,1,0,0,0,0,0,0,0,0,0,0
20260507,mobile,DM_04_IELTS ACADEMY_IMG (수도권),04-02_academy_main_capital,i_dm_ieltsstart_260423,0,0,0,1,0,0,0,0,0,0,0
20260507,mobile,DM_05_IELTS ACADEMY_VID (수도권),05-01_academy_main_capital,v_dm_satisfaction93.4_260423,0,0,0,1,0,0,0,0,0,0,0
20260507,mobile,DM_06_IELTS ACADEMY_교재이벤트_IMG (수도권),06-02_academy_mainac1_capital,i_dm_freetextbook_start_260504,0,0,1,0,0,0,0,0,0,0,0
20260507,mobile,PM_01_IELTS ACADEMY (수도권),academy_leveltest_capital,pm_ieltsleveltest_260417,1,0,0,0,0,0,0,0,0,0,0
20260507,mobile,chanel_menu,academy_main,260327,0,0,0,1,0,0,0,0,0,0,0
20260507,mobile,chanel_offline,(not set),(not set),0,0,0,1,0,0,0,0,0,0,0
20260507,mobile,contents,blog,writing_exam_questions_260414,0,0,0,0,0,1,0,0,0,0,0
20260508,mobile,00_edm아이엘츠_브랜드 (전국),(not set),(not set),1,0,0,0,0,0,0,0,0,0,0
20260508,mobile,01_edm아이엘츠_all,academy_main_all,강남아이엘츠어학원,0,0,1,0,0,0,0,0,0,0,0
20260508,mobile,2026_01-3_ielts_textbook_capital_260413,academy_leveltest_capital_img1_260414,아이엘츠초보교재,0,0,0,0,1,0,0,0,0,0,0
20260508,mobile,2026_06-3_ieltsacdemy_cv_260504,06-3_academy_mainac1_capital,i_cv_mayieltsweek_260504,0,0,0,0,0,1,0,0,0,0,0
20260508,mobile,260402_ielts_bs,academy_main_homelink,이디엠어학원,0,0,1,0,0,0,0,0,0,0,0
20260508,mobile,260402_ssjstudent_bs,academy_main_homelink,EDM아이엘츠,0,0,0,0,0,0,0,0,1,0,0
20260508,mobile,260402_ssjstudent_bs,academy_main_homelink,EDM아이엘츠인강,1,0,0,0,0,0,0,0,0,0,0
20260508,mobile,260402_ssjstudent_bs,academy_main_homelink,EDM인강,1,0,0,0,0,0,0,0,0,0,0
20260508,mobile,DM_01_IELTS ACADEMY_VID (수도권),01-01_academy_main_capital,v_dm_ielts7.5_260423,0,0,0,1,0,0,0,0,0,0,0
20260508,mobile,DM_01_IELTS ACADEMY_VID (수도권),01-01_academy_main_capital,v_dm_no1ielts_260423,0,1,0,0,0,0,0,0,0,0,0
20260508,mobile,DM_03_IELTS ACADEMY_월별특강_IMG (수도권),academy_special_capital,i_dm_june_freespecial_review_260422,1,0,0,0,0,0,0,0,0,0,0
20260508,mobile,DM_04_IELTS ACADEMY_IMG (수도권),04-02_academy_main_capital,i_dm_ieltsstart_260423,0,0,1,0,0,0,0,0,0,0,0
20260508,mobile,contents,instagram,specialevent_im1_260504,0,0,0,0,1,0,0,0,0,0,0
20260509,mobile,00_edm아이엘츠_브랜드 (전국),(not set),(not provided),0,0,0,0,1,0,0,0,0,0,0
20260509,mobile,00_주요_메인,(not set),아이엘츠,0,0,0,0,0,0,1,0,0,0,0
20260509,mobile,2026_01-0_importantmain_capital_260413,academy_main_capital_brandA_260413,아이엘츠,0,0,0,0,1,0,0,0,0,0,0
20260509,mobile,2026_01-1_brandonline_capital_260413,academy_main_capital_brandA_260413,EDM아이엘츠온라인,1,0,0,0,0,0,0,0,0,0,0
20260509,mobile,2026_03-3_ieltsacdemy_cv_260408,academy_leveltest_capital,i_cv_ieltsfreeleveltest_260408,0,0,0,0,1,0,0,0,0,0,0
20260509,mobile,260402_cambridge_bs,academy_main_maintext,EDM아이엘츠,1,0,0,0,0,0,0,0,0,0,0
20260509,mobile,260402_cambridge_bs,academy_main_sum3,EDM아이엘츠,0,0,0,0,0,1,0,0,0,0,0
20260509,mobile,DM_04_IELTS ACADEMY_IMG (수도권),04-02_academy_main_capital,i_dm_academy_260423,0,0,0,1,0,0,0,0,0,0,0
20260509,mobile,DM_04_IELTS ACADEMY_IMG (수도권),04-02_academy_main_capital,i_dm_academystandard_260423,0,0,1,0,0,0,0,0,0,0,0
20260509,mobile,DM_04_IELTS ACADEMY_IMG (수도권),04-02_academy_main_capital,i_dm_ieltsstart_260423,1,0,0,0,0,0,0,0,0,0,0
20260509,mobile,DM_04_IELTS ACADEMY_IMG (수도권),academy_main_capital,pm_ieltsacademy_260417,1,0,0,0,0,0,0,0,0,0,0
20260509,mobile,chanel_menu,academy_special,260427,1,0,0,0,0,0,0,0,0,0,0
20260510,mobile,260402_cambridge_bs,academy_main_homelink,EDM아이엘츠,0,0,0,0,0,0,1,0,0,0,0
20260510,mobile,260402_ielts_bs,academy_main_homelink,EDM아이엘츠,0,0,0,0,0,0,1,0,0,0,0
20260510,mobile,260402_ielts_bs,academy_main_maintext,EDM아이엘츠,1,0,0,0,0,0,0,0,0,0,0
20260510,mobile,260402_ssjstudent_bs,academy_main_homelink,EDM아이엘츠,0,0,0,0,0,0,1,0,0,0,0
20260510,mobile,DM_01_IELTS ACADEMY_VID (수도권),01-01_academy_main_capital,v_dm_ielts7.5_260423,1,0,0,0,0,0,0,0,0,0,0
20260510,mobile,DM_01_IELTS ACADEMY_VID (수도권),01-01_academy_main_capital,v_dm_no1ielts_260423,0,0,1,0,0,0,0,0,0,0,0
20260510,mobile,DM_04_IELTS ACADEMY_IMG (수도권),04-02_academy_main_capital,i_dm_boostscorefast_universe_260423,0,0,0,0,0,0,1,0,0,0,0
20260510,mobile,DM_04_IELTS ACADEMY_IMG (수도권),04-02_academy_main_capital,i_dm_ieltsstart_260423,1,0,0,0,0,0,0,0,0,0,0
20260511,mobile,01_브랜드,(not set),이디엠아이엘츠,1,0,0,0,0,0,0,0,0,0,0
20260511,mobile,260402_cambridge_bs,academy_allday_sum1,EDM아이엘츠,0,0,0,0,1,0,0,0,0,0,0
20260511,mobile,260402_cambridge_bs,academy_main_homelink,이디엠어학원,0,0,1,0,0,0,0,0,0,0,0
20260511,mobile,260402_ielts_bs,academy_allday_sum1,EDM아이엘츠,0,0,0,0,1,0,0,0,0,0,0
20260511,mobile,260402_ielts_bs,academy_leveltest_sum2,EDM어학원,0,0,0,0,1,0,0,0,0,0,0
20260511,mobile,260402_ielts_bs,academy_main_homelink,EDM아이엘츠,0,0,1,0,0,0,0,0,0,0,0
20260511,mobile,DM_01_IELTS ACADEMY_VID (수도권),01-01_academy_main_capital,v_dm_ielts7.5_260423,0,0,1,0,0,0,0,0,0,0,0
20260511,mobile,DM_04_IELTS ACADEMY_IMG (수도권),04-02_academy_main_capital,i_dm_academy_260423,0,0,0,1,0,0,0,0,0,0,0
20260511,mobile,PM_01_IELTS ACADEMY (수도권),01-05_academy_mainac1_capital,academy_sub2_260504,0,0,0,1,0,0,0,0,0,0,0
20260511,mobile,contents,instagram,4event_im1,0,0,0,0,0,1,0,0,0,0,0
20260512,mobile,00_edm아이엘츠_브랜드 (전국),(not set),(not set),1,0,0,0,0,0,0,0,0,0,0
20260512,mobile,06_지역_강남,(not set),아이엘츠강남,0,0,0,0,0,1,0,0,0,0,0
20260512,mobile,2026_03-1_ieltsacdemy_cv_260326,academy_special_capital,i-cv-freeclass-260326,1,0,0,0,0,0,0,0,0,0,0
20260512,mobile,DM_04_IELTS ACADEMY_IMG (수도권),04-02_academy_main_capital,i_dm_academy_260423,0,0,1,0,0,0,0,0,0,0,0
20260512,mobile,DM_04_IELTS ACADEMY_IMG (수도권),04-02_academy_main_capital,i_dm_ieltsstart_260423,0,0,0,1,0,0,0,0,0,0,0
20260512,mobile,PM_01_IELTS ACADEMY (수도권),01-05_academy_leveltest_capital,leveltest_sub1_260504,1,0,0,0,0,0,0,0,0,0,0
20260512,mobile,PM_01_IELTS ACADEMY (수도권),01-05_academy_mainac1_capital,academy_sub2_260504,0,0,1,0,0,0,0,0,0,0,0
20260512,mobile,PM_01_IELTS ACADEMY (수도권),01-05_academy_review_capital,review_sub3_260504,1,0,0,0,0,0,0,0,0,0,0
20260512,mobile,PM_01_IELTS ACADEMY (수도권),01-06_academy_review_capital,review_sub3_260513,1,0,0,0,0,0,0,0,0,0,0
20260512,mobile,chanel_offline,(not set),(not set),1,0,0,0,0,0,0,0,0,0,0
20260513,mobile,(어학원) 디맨드젠 캠페인_온라인특강_260210,디맨드젠_검색+리타겟_관심사,IMG_온라인특강3_260210,1,0,0,0,0,0,0,0,0,0,0
20260513,mobile,00_edm아이엘츠_브랜드 (전국),academy_main_all_1st,edmielts,0,0,0,1,0,0,0,0,0,0,0
20260513,mobile,00_edm아이엘츠_브랜드 (전국),academy_main_all_leveltest,edm아이엘츠,0,0,0,0,0,0,0,0,1,0,0
20260513,mobile,2026_06-4_ieltsacdemy_cv_260513,06-4_academy_mainac1_capital,i_cv_may3days_260513,0,0,0,0,0,0,1,0,0,0,0
20260513,mobile,260402_cambridge_bs,academy_allday_sum1,EDM아이엘츠,0,0,0,0,1,0,0,0,0,0,0
20260513,mobile,260402_cambridge_bs,academy_main_maintext,EDM아이엘츠인강,0,0,0,0,1,0,0,0,0,0,0
20260513,mobile,260402_cambridge_bs,academy_main_maintext,이디엠인강,1,0,0,0,0,0,0,0,0,0,0
20260513,mobile,260402_ielts_bs,academy_main_maintext,EDM아이엘츠,0,0,0,0,0,1,0,0,0,0,0
20260513,mobile,PM_01_IELTS ACADEMY (수도권),04-02_academy_main_capital,i_dm_academystandard_260423,0,0,1,0,0,0,0,0,0,0,0
20260513,mobile,chanel_menu,academy_main,260327,1,0,0,0,0,0,0,0,0,0,0
20260514,mobile,00_edm아이엘츠_브랜드 (전국),academy_main_all_1st,edm,0,0,0,1,0,0,0,0,0,0,0
20260514,mobile,00_주요_메인,(not set),(not set),0,0,1,0,0,0,0,0,0,0,0
20260514,mobile,2026_03-4_ieltsacdemy_cv_260422,academy_main_capital,v_cv_satisfaction93.4_260422,0,0,0,0,1,0,0,0,0,0,0
20260514,mobile,260402_cambridge_bs,academy_main_homelink,EDM아이엘츠학원,0,0,0,0,0,1,0,0,0,0,0
20260514,mobile,260402_cambridge_bs,academy_main_homelink,아이엘츠이디엠,0,0,0,0,0,0,0,0,1,0,0
20260514,mobile,260402_cambridge_bs,academy_main_maintext,EDM아이엘츠인강,0,0,0,0,1,0,0,0,0,0,0
20260514,mobile,260402_ssjstudent_bs,academy_allday_sum1,EDMIELTS,0,0,0,0,1,0,0,0,0,0,0
20260514,mobile,260402_ssjstudent_bs,academy_main_sum3,EDM어학원,0,0,0,0,1,0,0,0,0,0,0
20260514,mobile,DM_03_IELTS ACADEMY_월별특강_IMG (수도권),academy_special_capital,i_dm_june_freespecial_review_260422,1,0,0,0,0,0,0,0,0,0,0
20260514,mobile,DM_04_IELTS ACADEMY_IMG (수도권),04-01_academy_special_capital,i_dm_hightscore_260423,1,0,0,0,0,0,0,0,0,0,0
20260514,mobile,DM_04_IELTS ACADEMY_IMG (수도권),04-02_academy_main_capital,i_dm_academystandard_260423,0,0,1,0,0,0,0,0,0,0,0
20260514,mobile,PM_01_IELTS ACADEMY (수도권),academy_leveltest_capital,pm_ieltsleveltest_260417,0,0,0,0,1,0,0,0,0,0,0
20260514,mobile,chanel_menu,academy_special,260427,1,0,0,0,0,0,0,0,0,0,0
20260514,mobile,contents,instagram,4event_im1,0,0,0,0,1,0,0,0,0,0,0
20260515,mobile,2026_03-4_ieltsacdemy_cv_260422,academy_main_capital,v_cv_satisfaction93.4_260422,0,0,0,0,1,0,0,0,0,0,0
20260515,mobile,2026_03-5_ieltsacdemy_cv_260515,03-5_academy_main_capital,v_cv_sophiaT_shortterm_260515,1,0,0,0,0,0,0,0,0,0,0
20260515,mobile,260402_cambridge_bs,academy_main_homelink,EDM아이엘츠,0,0,0,0,0,0,0,0,0,0,1
20260515,mobile,DM_01_IELTS ACADEMY_VID (수도권),01-01_academy_main_capital,v_dm_ielts7.5_260423,0,0,0,1,0,0,0,0,0,0,0
20260515,mobile,DM_04_IELTS ACADEMY_IMG (수도권),04-01_academy_special_capital,i_dm_hightscore_260423,1,0,0,0,0,0,0,0,0,0,0
20260515,mobile,DM_04_IELTS ACADEMY_IMG (수도권),04-02_academy_main_capital,i_dm_boostscorefast_universe_260423,1,0,0,0,0,0,0,0,0,0,0
20260515,mobile,DM_06_IELTS ACADEMY_교재이벤트_IMG (수도권),06-03_academy_mainac1_capital,i_dm_may3days_encore_260513,0,0,0,1,0,0,0,0,0,0,0
20260515,mobile,어학원_NEW_전환캠페인_구매,전환(구매)_연령+관심사(유학+IELTS)_01,학원_신규2_260122,0,0,0,0,0,0,1,0,0,0,0
20260516,mobile,(어학원) 디맨드젠 캠페인_온라인특강_260210,디맨드젠_검색+리타겟_관심사,IMG_온라인특강2_260210,1,0,0,0,0,0,0,0,0,0,0
20260516,mobile,2026_01-0_importantmain_capital_260413,academy_main_capital_brandA_260413,아이엘츠,0,0,0,0,0,0,1,0,0,0,0
20260516,mobile,2026_02-1_ieltsacdemy_trf_260326,academy_leveltest_capital,i-trf-freeleveltest-260326,0,0,0,0,1,0,0,0,0,0,0
20260516,mobile,2026_03-4_ieltsacdemy_cv_260422,academy_main_capital,v_cv_ielts1.8months_260422,0,0,0,0,0,1,0,0,0,0,0
20260516,mobile,2026_03-5_ieltsacdemy_cv_260515,03-5_academy_main_capital,v_cv_danielT_completeness_260515,1,0,0,0,0,0,0,0,0,0,0
20260516,mobile,2026_03-5_ieltsacdemy_cv_260515,03-5_academy_main_capital,v_cv_sophiaT_shortterm_260515,0,0,0,0,0,0,1,0,0,0,0
20260516,mobile,260402_cambridge_bs,academy_main_homelink,EDM어학원,0,0,0,0,0,1,0,0,0,0,0
20260516,mobile,260402_ssjstudent_bs,academy_allday_sum1,EDM아이엘츠인강,0,0,0,0,1,0,0,0,0,0,0
20260516,mobile,DM_04_IELTS ACADEMY_IMG (수도권),04-01_academy_special_capital,i_dm_freeclass_260423,1,0,0,0,0,0,0,0,0,0,0
20260516,mobile,DM_04_IELTS ACADEMY_IMG (수도권),04-01_academy_special_capital,i_dm_hightscore_260423,1,0,0,0,0,0,0,0,0,0,0
20260516,mobile,PM_01_IELTS ACADEMY (수도권),(not set),(not provided),0,0,0,0,1,0,0,0,0,0,0
20260516,mobile,PM_01_IELTS ACADEMY (수도권),01-06_academy_mainac1_capital,academy_sub2_260513,0,0,1,0,0,0,0,0,0,0,0
20260516,mobile,chanel_menu,academy_special,260427,1,0,0,0,0,0,0,0,0,0,0
20260517,mobile,00_주요_메인,(not set),IELTS학원,1,0,0,0,0,0,0,0,0,0,0
20260517,mobile,2026_01-4_leveltest_capital_260327,academy_leveltest_capital,아이엘츠테스트,0,0,0,0,1,0,0,0,0,0,0
20260517,mobile,2026_03-3_ieltsacdemy_cv_260408,academy_leveltest_capital,i_cv_ielts0wonleveltest_260408,0,0,0,0,1,0,0,0,0,0,0
20260517,mobile,2026_03-5_ieltsacdemy_cv_260515,03-5_academy_main_capital,v_cv_sophiaT_shortterm_260515,1,0,0,0,0,0,0,0,0,0,0
20260517,mobile,260402_ssjstudent_bs,academy_main_homelink,EDM아이엘츠,0,0,0,1,0,0,0,0,0,0,0
20260517,mobile,DM_04_IELTS ACADEMY_IMG (수도권),04-01_academy_special_capital,i_dm_hightscore_260423,1,0,0,0,0,0,0,0,0,0,0
20260518,mobile,(어학원) 디맨드젠 캠페인_온라인특강_260210,디맨드젠_검색+리타겟_관심사,IMG_온라인특강3_260210,1,0,0,0,0,0,0,0,0,0,0
20260518,mobile,00_주요_메인,(not set),아이엘츠,0,0,1,0,0,0,0,0,0,0,0
20260518,mobile,2026_03-5_ieltsacdemy_cv_260515,03-5_academy_main_capital,v_cv_sophiaT_shortterm_260515,0,0,0,0,1,0,0,0,0,0,0
20260518,mobile,260402_cambridge_bs,academy_main_maintext,EDM아이엘츠인강,1,0,0,0,0,0,0,0,0,0,0
20260518,mobile,260402_ielts_bs,academy_main_homelink,EDMIELTS,0,0,1,0,0,0,0,0,0,0,0
20260518,mobile,260402_ielts_bs,academy_main_homelink,EDM아이엘츠,0,0,1,0,0,0,0,0,0,0,0
20260518,mobile,260402_ielts_bs,academy_main_homelink,EDM인강,0,0,1,0,0,0,0,0,0,0,0
20260518,mobile,260402_ssjstudent_bs,academy_main_homelink,EDM아이엘츠,0,0,0,1,0,0,0,0,0,0,0
20260518,mobile,PM_01_IELTS ACADEMY (수도권),01-06_academy_review_capital,review_sub3_260513,0,1,0,0,0,0,0,0,0,0,0
20260518,mobile,chanel_menu,academy_special,260427,1,0,0,0,0,0,0,0,0,0,0
20260519,mobile,00_edm아이엘츠_브랜드 (전국),(not set),(not provided),0,0,0,0,0,1,0,0,0,0,0
